Marital status;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Gender;Scholarship holder;Age at enrollment;Target
1;1;1;19;5;5;0;0;23;Graduate
1;1;1;19;4;4;0;0;18;Graduate
2;1;37;37;4;8;0;0;32;Graduate
2;1;19;37;9;7;0;0;29;Dropout
1;1;1;38;194;163;0;1;20;Graduate
1;1;34;34;0;0;0;0;28;Dropout
1;1;38;38;1;9;0;0;27;Graduate
1;1;37;34;90;0;0;0;22;Graduate
2;1;19;37;9;10;0;0;37;Enrolled
1;1;37;38;0;5;0;0;28;Dropout
2;1;37;37;9;9;0;0;43;Dropout
1;1;37;37;9;9;0;0;32;Dropout
1;1;1;1;9;9;0;1;20;Enrolled
4;1;38;1;9;4;0;1;35;Graduate
1;1;37;37;0;0;0;0;21;Graduate
1;1;19;19;7;9;0;1;18;Enrolled
1;1;3;38;3;7;0;1;18;Graduate
1;1;19;19;5;8;0;0;18;Graduate
1;1;19;37;7;6;0;0;22;Graduate
1;1;1;1;4;10;0;0;19;Graduate
1;1;19;38;9;7;0;1;18;Graduate
1;1;39;1;3;4;0;0;19;Dropout
1;1;19;1;9;5;0;1;18;Graduate
2;1;19;39;5;3;0;0;31;Dropout
2;1;1;19;1;5;0;1;33;Graduate
1;1;19;38;7;7;0;1;19;Graduate
1;1;38;38;7;7;0;1;18;Graduate
1;1;9;19;4;3;0;0;23;Graduate
1;1;38;38;5;7;0;0;20;Graduate
1;1;38;38;4;8;0;0;18;Graduate
1;1;1;1;4;3;0;0;21;Enrolled
1;1;19;38;5;6;0;1;22;Graduate
1;1;1;19;4;4;0;0;20;Graduate
1;1;19;38;4;10;0;0;23;Graduate
1;1;3;1;4;5;0;0;19;Graduate
1;1;1;37;1;1;0;0;19;Graduate
1;1;19;38;7;4;0;0;26;Dropout
1;1;1;37;4;3;0;0;18;Graduate
1;1;1;37;7;7;1;0;18;Dropout
1;1;38;37;9;9;1;0;20;Graduate
1;1;3;1;4;4;1;0;19;Dropout
1;1;37;37;9;9;1;0;32;Dropout
2;1;19;19;4;4;1;0;31;Dropout
1;1;1;19;4;5;1;0;25;Enrolled
1;1;19;3;9;1;0;0;21;Graduate
2;1;37;37;4;9;0;0;31;Dropout
2;1;37;37;5;5;0;0;34;Dropout
1;1;19;19;9;9;0;1;18;Graduate
1;1;19;19;9;9;0;0;19;Dropout
1;1;19;37;3;6;0;0;21;Enrolled
1;1;38;37;5;3;0;0;18;Dropout
1;1;19;39;4;8;0;0;20;Graduate
1;1;38;37;9;5;0;0;20;Graduate
1;1;38;38;7;8;0;1;18;Graduate
1;1;38;38;7;8;0;0;19;Graduate
1;1;19;19;5;1;0;0;19;Enrolled
4;1;3;1;5;5;0;1;30;Dropout
1;1;19;38;5;5;0;0;19;Graduate
1;1;38;37;7;7;0;0;19;Graduate
1;1;1;37;4;7;0;1;19;Graduate
1;1;19;38;9;9;0;0;19;Graduate
1;1;1;1;3;3;0;0;20;Graduate
1;1;19;37;9;3;1;0;25;Dropout
1;1;19;19;9;9;1;0;19;Dropout
2;1;37;19;7;3;0;1;34;Graduate
1;1;38;37;9;5;0;1;18;Graduate
1;1;1;1;4;5;0;1;18;Graduate
1;1;38;38;9;10;0;0;20;Graduate
1;1;19;37;9;7;0;1;20;Graduate
1;1;38;38;191;193;0;0;23;Enrolled
1;1;37;37;6;6;0;0;28;Dropout
1;1;37;19;9;10;0;0;18;Enrolled
1;1;19;38;9;9;0;0;19;Graduate
2;1;38;37;9;8;0;0;34;Dropout
2;1;37;37;7;8;0;0;35;Dropout
1;1;37;37;9;7;0;0;32;Graduate
1;1;19;19;4;7;0;0;19;Graduate
1;1;1;19;9;7;0;0;18;Graduate
2;1;37;37;9;9;0;0;35;Dropout
1;1;1;12;4;5;1;1;24;Enrolled
1;1;19;37;9;9;0;1;20;Graduate
1;11;19;19;4;9;1;1;18;Graduate
1;1;38;19;7;9;1;1;20;Graduate
1;1;1;19;4;7;1;0;18;Dropout
1;1;19;19;4;4;1;1;18;Graduate
1;1;19;37;5;7;1;1;20;Graduate
1;1;19;38;3;3;1;0;19;Dropout
1;1;1;1;4;9;1;1;20;Enrolled
1;1;19;1;9;9;1;0;19;Graduate
1;1;36;37;0;0;1;0;20;Graduate
1;1;19;19;9;7;1;0;22;Graduate
1;1;1;19;9;8;1;1;18;Enrolled
1;1;38;38;9;9;1;0;19;Graduate
1;1;1;19;9;7;1;0;22;Dropout
1;11;4;12;2;9;1;0;20;Graduate
2;1;1;41;9;3;1;0;34;Dropout
2;1;1;1;4;4;1;0;24;Dropout
1;1;34;34;0;0;1;0;26;Dropout
1;1;37;37;9;6;1;0;35;Dropout
1;1;2;37;4;9;1;0;22;Graduate
1;1;38;38;5;5;1;0;26;Enrolled
1;1;1;19;3;4;1;0;19;Dropout
1;1;3;19;3;9;1;0;19;Dropout
1;1;3;3;2;2;1;0;20;Graduate
1;1;3;3;1;10;1;0;21;Graduate
1;1;1;19;7;7;0;1;19;Graduate
1;1;19;19;9;9;0;0;18;Graduate
1;1;1;38;8;8;0;1;23;Graduate
1;1;19;38;5;7;0;1;18;Graduate
1;1;37;38;5;7;0;0;18;Graduate
1;1;38;38;9;9;0;0;19;Graduate
1;1;1;19;143;172;0;0;21;Graduate
1;1;37;37;9;6;0;1;18;Graduate
1;1;38;37;9;5;0;1;24;Graduate
1;1;3;39;2;3;0;0;18;Dropout
1;1;19;1;5;7;0;0;18;Enrolled
1;1;19;37;9;7;0;0;20;Graduate
1;1;1;19;4;9;0;0;19;Enrolled
1;1;34;38;0;8;0;1;18;Dropout
1;1;1;19;5;7;0;1;19;Dropout
1;1;1;38;4;8;0;0;19;Graduate
1;1;1;38;9;3;0;0;18;Graduate
1;1;19;1;194;103;0;0;20;Enrolled
1;1;38;38;9;9;0;1;18;Graduate
1;1;38;38;5;5;0;1;19;Graduate
1;1;3;38;2;10;0;0;18;Enrolled
1;1;37;37;9;9;0;0;18;Graduate
1;1;1;37;4;9;0;0;21;Enrolled
1;1;34;38;0;7;0;0;19;Dropout
1;1;1;1;3;3;0;0;21;Graduate
1;1;4;1;2;9;0;0;18;Enrolled
1;1;19;38;9;7;0;1;18;Graduate
1;1;1;1;3;10;0;0;18;Graduate
1;1;3;1;1;3;0;0;23;Dropout
1;1;19;37;7;7;0;0;20;Enrolled
1;1;38;38;5;5;0;0;18;Graduate
1;1;1;19;2;10;0;0;19;Enrolled
1;1;1;38;3;7;0;1;27;Enrolled
1;1;37;37;9;6;0;1;19;Enrolled
1;1;1;19;9;9;0;0;21;Dropout
1;1;37;38;7;8;0;1;19;Graduate
1;1;37;37;6;9;0;1;21;Graduate
1;1;19;19;9;9;0;0;18;Graduate
1;1;19;38;7;7;0;1;20;Graduate
1;1;37;37;9;7;0;1;18;Graduate
1;1;1;1;4;8;0;1;18;Dropout
1;1;1;3;4;4;0;0;18;Graduate
1;1;1;1;3;3;0;1;18;Graduate
1;1;1;1;7;7;0;1;19;Enrolled
1;1;19;38;8;9;0;0;23;Enrolled
1;1;19;19;4;9;0;1;24;Graduate
1;1;1;1;3;3;0;0;19;Graduate
1;1;19;19;9;9;0;0;18;Graduate
1;1;1;19;4;3;0;0;19;Graduate
1;1;38;19;4;9;0;0;19;Dropout
1;1;1;38;5;8;0;1;20;Enrolled
1;1;1;12;4;5;0;0;20;Enrolled
1;1;34;37;0;0;0;0;26;Dropout
1;1;19;1;9;5;1;0;36;Dropout
1;1;1;1;4;10;1;0;19;Dropout
1;1;19;37;9;9;1;0;27;Dropout
1;1;3;1;123;152;1;0;18;Dropout
1;1;37;38;9;9;1;1;18;Graduate
1;1;38;38;5;5;1;0;28;Dropout
1;1;19;1;9;9;1;0;21;Graduate
1;1;19;37;4;9;1;0;19;Graduate
1;1;6;22;3;3;1;0;26;Dropout
1;1;1;19;3;5;1;0;20;Dropout
1;1;38;38;9;9;1;0;19;Graduate
1;1;19;19;7;3;1;0;21;Dropout
1;1;1;19;9;9;1;1;23;Graduate
1;1;38;37;4;8;1;0;29;Graduate
1;1;1;1;9;9;1;0;20;Graduate
1;1;1;19;5;9;1;0;18;Graduate
1;1;1;38;3;5;1;0;19;Graduate
1;1;1;37;4;8;1;0;23;Dropout
1;1;38;1;5;1;1;0;21;Dropout
1;1;1;1;9;3;1;0;18;Enrolled
1;1;37;19;7;7;1;1;18;Graduate
1;1;19;37;5;5;1;0;21;Dropout
1;1;1;1;5;9;1;0;22;Dropout
1;1;3;19;2;8;1;0;21;Graduate
1;1;38;19;9;9;1;0;32;Dropout
1;1;1;19;4;1;1;0;27;Graduate
1;1;19;38;9;8;1;0;18;Graduate
1;1;1;1;5;3;1;1;24;Graduate
1;1;19;37;1;9;1;0;22;Dropout
1;1;2;3;3;2;1;0;22;Dropout
1;1;37;37;9;5;1;0;19;Graduate
1;1;37;13;4;90;1;0;19;Dropout
1;1;1;19;3;3;1;0;21;Enrolled
1;1;1;1;2;7;0;1;18;Graduate
1;1;3;19;3;10;0;0;18;Graduate
1;1;19;19;9;9;0;0;20;Dropout
1;1;1;19;4;9;0;0;19;Graduate
1;1;38;38;191;175;0;0;19;Graduate
1;1;12;1;9;3;0;1;18;Graduate
1;1;1;1;3;9;0;0;20;Enrolled
1;1;12;37;3;9;0;1;22;Graduate
2;1;37;38;9;9;0;0;31;Graduate
1;1;19;19;9;8;0;1;19;Graduate
1;1;1;3;3;3;0;0;18;Enrolled
1;1;38;38;9;7;0;1;18;Graduate
1;1;12;1;1;90;0;0;21;Graduate
1;1;38;1;9;7;0;1;18;Graduate
1;22;2;37;2;8;1;0;25;Dropout
1;41;1;3;5;8;1;0;21;Dropout
1;1;38;37;5;5;0;1;19;Graduate
1;1;38;1;9;9;0;0;19;Enrolled
1;1;11;34;5;0;0;0;22;Dropout
1;1;38;1;9;1;1;0;19;Graduate
1;1;37;37;9;5;0;0;58;Dropout
1;1;19;37;9;7;0;1;19;Graduate
1;22;37;37;9;9;1;0;23;Graduate
1;1;37;37;9;9;0;1;19;Enrolled
1;1;19;1;4;7;0;0;18;Graduate
1;1;19;19;90;90;0;0;20;Graduate
1;1;19;19;90;7;0;0;18;Dropout
1;1;3;19;5;5;0;0;18;Graduate
1;1;19;19;5;7;0;1;18;Graduate
1;1;38;38;9;10;0;0;24;Dropout
1;1;37;37;9;5;0;0;18;Dropout
1;1;1;38;5;7;0;1;19;Enrolled
1;1;19;38;9;7;0;1;19;Graduate
1;1;38;38;6;6;0;0;18;Graduate
1;1;19;37;9;9;0;0;18;Enrolled
1;1;19;19;5;5;0;1;19;Graduate
1;1;4;4;2;6;0;0;22;Graduate
1;1;2;37;1;1;0;0;19;Enrolled
3;1;37;37;9;9;0;1;21;Enrolled
1;1;19;38;9;7;0;1;21;Graduate
1;1;38;38;5;7;0;1;18;Graduate
1;1;1;12;4;9;0;0;20;Dropout
1;1;37;38;7;7;0;1;18;Enrolled
1;1;1;38;4;8;0;0;19;Graduate
1;1;1;38;9;9;0;1;18;Enrolled
1;41;41;1;3;4;1;0;26;Dropout
1;32;1;3;143;152;0;0;19;Enrolled
2;1;37;37;9;9;0;0;35;Graduate
1;1;1;1;9;9;0;1;19;Graduate
1;1;38;37;9;6;1;0;18;Graduate
1;1;19;19;7;3;1;0;19;Graduate
1;1;1;1;9;9;1;0;25;Graduate
1;1;1;1;4;3;1;0;18;Graduate
1;1;1;4;9;5;1;0;26;Dropout
1;1;1;1;6;6;1;0;34;Graduate
1;1;4;19;4;3;1;0;18;Dropout
1;1;3;29;3;5;1;0;18;Dropout
1;1;1;19;4;3;1;1;18;Dropout
1;1;37;37;9;4;1;0;20;Dropout
1;1;1;19;4;4;1;0;25;Graduate
1;1;2;1;4;1;1;0;18;Dropout
1;1;19;37;9;9;1;0;19;Graduate
1;1;1;1;4;1;1;0;20;Dropout
1;1;19;37;5;7;1;1;20;Graduate
1;1;3;1;2;3;1;0;20;Enrolled
1;1;1;37;4;9;1;1;19;Dropout
1;1;1;19;4;5;1;0;20;Enrolled
1;1;1;1;3;7;1;0;18;Enrolled
1;1;2;38;143;163;1;0;19;Enrolled
1;1;37;37;7;7;1;0;20;Dropout
1;1;38;37;7;7;1;0;24;Dropout
1;1;38;38;9;8;1;0;20;Graduate
1;1;3;19;2;8;1;0;19;Enrolled
1;1;1;19;4;4;1;0;23;Dropout
1;1;19;19;4;3;1;0;20;Enrolled
1;1;34;34;0;0;1;0;21;Graduate
1;1;10;12;9;9;1;0;20;Dropout
2;1;37;38;4;4;1;0;21;Enrolled
1;1;1;19;9;7;1;1;18;Graduate
1;1;1;1;4;3;1;0;18;Graduate
1;1;3;38;3;7;1;0;18;Enrolled
1;1;3;3;7;1;1;0;20;Enrolled
1;1;19;38;4;9;1;1;18;Graduate
1;1;37;37;0;4;1;0;19;Dropout
1;1;1;3;9;10;1;0;20;Enrolled
1;1;19;38;4;7;1;0;19;Graduate
1;1;37;37;9;5;1;0;33;Dropout
1;1;2;1;3;3;1;0;21;Graduate
2;1;1;19;4;4;1;0;25;Dropout
1;1;1;1;4;9;1;1;20;Dropout
1;1;1;1;9;4;1;1;22;Dropout
4;1;37;37;9;1;0;0;39;Graduate
1;1;3;1;2;6;1;1;21;Graduate
1;1;1;1;9;9;0;1;19;Graduate
1;1;37;37;9;7;0;1;26;Graduate
1;1;19;1;4;3;0;1;19;Graduate
1;1;1;3;4;2;0;1;20;Graduate
1;1;1;37;4;9;0;1;25;Enrolled
1;1;19;37;8;5;1;0;24;Dropout
1;1;19;19;4;0;1;0;20;Graduate
2;1;37;37;9;9;1;0;29;Graduate
1;1;1;3;9;9;1;0;20;Graduate
1;1;3;4;2;2;1;0;20;Dropout
1;1;19;1;5;8;1;1;24;Graduate
1;1;1;3;2;2;1;0;24;Dropout
1;1;3;1;2;5;1;0;23;Graduate
1;1;1;37;5;5;1;0;20;Graduate
1;1;1;1;4;10;1;0;19;Graduate
4;1;37;37;9;8;1;0;28;Enrolled
1;1;1;38;4;4;1;1;20;Graduate
1;1;38;37;3;3;1;0;18;Graduate
1;1;1;1;90;90;1;0;20;Dropout
2;1;37;19;5;3;1;0;33;Graduate
2;1;37;37;191;183;0;0;35;Enrolled
1;1;37;37;9;7;0;0;27;Enrolled
1;1;38;38;7;7;0;0;19;Dropout
1;41;37;19;9;9;0;1;31;Enrolled
1;1;19;37;7;7;1;0;19;Graduate
1;1;19;37;7;7;1;0;22;Graduate
1;100;1;1;6;6;0;0;39;Dropout
1;1;1;1;4;8;1;0;22;Dropout
2;1;37;19;9;10;1;0;47;Enrolled
1;1;19;37;5;9;1;1;19;Graduate
1;24;3;1;9;9;0;0;19;Graduate
1;1;19;37;9;9;0;0;19;Dropout
1;1;19;37;9;7;0;1;21;Graduate
1;1;19;1;4;1;0;0;39;Dropout
1;1;19;1;4;1;1;0;19;Graduate
1;1;37;19;9;8;1;1;20;Enrolled
1;1;1;1;9;4;1;0;24;Dropout
1;1;19;19;9;9;1;0;27;Dropout
2;1;37;37;9;9;1;0;29;Graduate
1;1;19;1;9;4;1;0;20;Dropout
1;1;19;1;7;4;1;0;21;Dropout
1;1;3;2;2;2;1;0;18;Enrolled
1;1;1;1;4;3;1;0;19;Graduate
1;1;1;1;5;1;1;0;19;Dropout
1;1;37;37;9;9;1;1;28;Graduate
1;26;19;1;9;7;0;0;21;Graduate
1;24;3;3;2;9;0;0;23;Dropout
4;1;19;19;9;4;0;0;39;Enrolled
1;1;38;1;9;5;0;0;18;Graduate
2;41;37;37;9;6;0;0;59;Graduate
1;1;4;3;2;7;1;0;30;Enrolled
1;1;1;38;9;9;0;0;18;Graduate
2;1;37;37;9;9;0;0;41;Enrolled
1;1;37;19;9;8;0;0;27;Dropout
1;1;38;19;9;10;0;1;18;Graduate
1;1;38;19;7;7;0;0;20;Dropout
2;1;37;37;4;7;0;0;32;Dropout
1;1;38;37;3;5;0;0;19;Dropout
2;1;37;37;7;8;0;0;41;Dropout
4;1;19;19;90;90;0;0;38;Dropout
1;6;42;1;4;9;1;0;35;Dropout
1;1;34;34;0;0;0;0;27;Dropout
1;1;1;37;4;9;0;0;19;Graduate
1;1;19;37;9;5;0;0;18;Enrolled
2;1;34;34;0;0;0;0;39;Dropout
2;1;37;37;9;9;0;0;37;Dropout
5;1;38;38;9;9;0;0;37;Dropout
2;1;34;34;0;0;0;1;35;Graduate
1;1;37;37;9;9;0;0;49;Graduate
1;1;37;37;9;9;0;0;52;Graduate
1;1;1;38;5;5;0;0;18;Graduate
1;1;37;37;9;9;0;1;30;Graduate
1;1;1;19;2;7;0;0;21;Graduate
1;1;37;19;9;5;1;0;20;Dropout
1;1;1;38;6;6;1;0;18;Enrolled
1;1;37;37;9;9;1;0;19;Dropout
1;1;3;19;2;10;1;0;18;Graduate
1;41;2;3;2;4;1;0;20;Enrolled
1;1;38;19;5;7;0;0;21;Enrolled
1;1;1;1;3;4;0;1;22;Graduate
1;1;19;19;5;5;0;0;20;Enrolled
1;1;37;1;3;9;0;0;20;Enrolled
1;1;1;19;7;7;0;1;19;Graduate
1;1;19;38;9;5;0;1;18;Graduate
1;1;1;19;4;4;1;0;21;Graduate
1;26;19;1;9;4;0;0;19;Enrolled
1;6;37;37;9;6;0;0;37;Dropout
2;1;37;37;9;9;0;0;45;Enrolled
1;1;37;37;9;10;1;0;38;Dropout
6;1;37;37;90;90;1;0;55;Dropout
5;1;37;37;9;7;0;0;28;Dropout
5;1;37;37;6;6;0;0;46;Graduate
1;1;19;19;4;4;0;0;22;Graduate
2;1;37;37;9;9;0;0;46;Dropout
1;1;19;37;5;5;0;0;28;Enrolled
1;1;37;19;9;8;0;0;18;Dropout
1;1;38;37;9;9;1;1;18;Enrolled
1;1;37;37;9;7;1;1;21;Graduate
1;1;1;3;4;2;0;0;18;Enrolled
1;1;19;37;3;9;0;0;34;Dropout
1;1;37;38;9;9;0;1;21;Dropout
1;1;37;19;9;9;0;1;18;Graduate
1;1;29;38;9;8;1;0;20;Graduate
1;1;38;37;7;7;0;0;18;Enrolled
1;1;1;2;3;3;1;0;21;Enrolled
1;1;37;37;5;4;1;0;19;Dropout
1;1;1;19;4;99;1;0;22;Graduate
1;1;1;19;4;7;1;0;23;Dropout
1;1;3;1;2;10;1;0;19;Dropout
1;1;19;38;5;5;1;0;18;Enrolled
1;1;38;37;9;3;1;1;19;Dropout
1;1;1;38;9;9;1;0;19;Enrolled
1;1;1;37;4;9;1;0;19;Enrolled
1;1;37;37;9;9;1;0;22;Enrolled
1;1;19;1;9;9;1;1;18;Graduate
1;1;37;37;7;7;1;0;18;Dropout
1;1;38;38;9;9;1;0;19;Dropout
1;1;1;1;0;3;1;0;18;Graduate
1;1;1;19;4;10;1;0;21;Enrolled
1;1;1;19;4;1;1;0;18;Enrolled
1;1;19;38;6;6;1;0;19;Graduate
1;1;1;19;9;8;1;0;27;Dropout
1;1;38;38;9;9;1;0;20;Enrolled
1;1;3;19;3;9;1;0;20;Graduate
1;1;4;3;2;1;1;0;18;Graduate
1;1;38;19;9;10;1;0;18;Enrolled
1;1;38;19;7;7;1;0;18;Graduate
1;1;1;38;4;7;1;0;18;Dropout
1;1;19;37;8;8;1;0;18;Enrolled
1;1;19;19;5;5;0;0;18;Graduate
1;1;34;34;0;0;0;0;37;Dropout
2;1;38;37;5;3;0;1;36;Graduate
2;1;19;19;9;5;0;0;26;Dropout
1;1;37;38;6;9;0;0;19;Graduate
1;1;37;1;7;4;0;0;24;Dropout
1;109;19;1;9;9;0;1;19;Dropout
1;1;1;1;9;10;0;1;20;Graduate
1;1;19;3;9;7;0;0;19;Graduate
1;1;38;37;9;9;0;0;21;Graduate
2;1;37;37;9;4;0;0;50;Dropout
2;1;37;37;9;9;0;0;47;Dropout
1;1;1;19;4;7;0;0;24;Dropout
1;1;37;37;7;10;0;0;48;Dropout
1;1;37;2;9;4;0;1;18;Graduate
1;1;37;37;5;5;1;0;32;Dropout
1;1;19;3;4;0;1;0;20;Dropout
1;1;37;38;9;8;1;0;24;Dropout
2;1;37;38;9;9;1;0;53;Graduate
2;1;19;19;9;4;1;0;42;Dropout
2;1;37;37;9;9;1;0;52;Graduate
1;1;38;3;132;122;1;0;54;Enrolled
2;1;37;37;9;10;1;0;49;Graduate
1;1;38;37;7;5;1;1;18;Graduate
2;1;1;19;6;6;1;0;37;Graduate
1;1;1;1;4;4;1;1;21;Graduate
1;1;37;37;5;3;1;0;26;Dropout
1;1;3;1;2;3;1;0;20;Graduate
1;1;1;37;4;3;0;1;19;Graduate
1;1;38;38;9;7;0;0;18;Graduate
1;1;1;1;4;4;0;0;18;Graduate
1;1;37;19;9;9;0;0;20;Graduate
1;1;3;3;3;3;0;0;20;Dropout
1;1;3;19;4;7;0;0;21;Dropout
1;1;1;19;3;3;0;0;22;Graduate
1;1;1;38;4;7;0;1;18;Graduate
1;1;19;37;9;7;0;0;18;Dropout
1;1;1;38;4;9;0;1;19;Graduate
1;1;3;1;9;9;0;0;19;Enrolled
1;1;1;1;4;7;0;0;18;Graduate
1;1;43;3;3;3;0;0;27;Enrolled
1;1;19;19;3;10;0;1;20;Graduate
1;1;1;1;2;9;0;0;20;Dropout
1;1;38;1;9;3;0;0;20;Graduate
1;1;3;19;1;4;0;0;19;Graduate
1;1;37;19;9;8;0;0;20;Enrolled
1;1;37;37;9;9;0;1;20;Graduate
1;1;3;3;1;2;0;0;20;Enrolled
1;1;1;19;4;6;0;0;27;Graduate
1;1;3;3;5;2;0;0;18;Graduate
1;1;19;1;4;4;0;0;18;Graduate
1;1;1;37;9;7;0;1;18;Graduate
1;1;37;37;9;1;0;0;20;Graduate
1;1;1;1;4;4;0;0;19;Enrolled
1;1;1;1;5;6;0;1;20;Graduate
1;1;3;19;1;5;0;0;18;Graduate
1;1;1;38;4;6;0;0;22;Dropout
1;1;37;37;5;8;0;1;22;Graduate
1;1;1;1;4;2;0;0;25;Enrolled
1;1;19;3;4;2;0;0;19;Graduate
1;1;3;1;4;1;0;0;21;Dropout
1;1;1;1;4;4;0;0;27;Graduate
1;1;1;1;4;9;0;0;18;Graduate
1;1;1;1;4;4;0;0;18;Dropout
1;1;3;3;1;7;1;0;19;Dropout
5;1;1;1;3;3;1;1;35;Graduate
1;1;37;36;4;90;1;0;23;Graduate
1;1;1;37;9;9;1;0;28;Dropout
1;1;38;38;9;7;1;0;19;Enrolled
1;1;1;19;4;4;1;0;19;Enrolled
1;1;19;1;9;4;1;0;20;Dropout
1;1;2;2;3;3;1;0;21;Dropout
1;1;37;37;5;5;1;0;18;Graduate
1;1;3;3;2;2;1;0;22;Graduate
1;1;38;1;9;9;1;0;21;Graduate
1;1;3;3;2;2;1;0;38;Dropout
1;1;19;1;9;9;1;0;20;Enrolled
1;1;37;37;9;9;1;0;19;Dropout
1;1;34;34;0;0;1;0;24;Dropout
1;1;1;37;4;7;1;0;19;Dropout
1;1;37;38;9;9;1;1;19;Graduate
1;1;3;19;3;10;1;0;19;Enrolled
1;1;3;3;3;10;1;0;31;Dropout
1;1;38;37;9;8;1;1;19;Graduate
1;1;19;38;4;5;1;0;22;Graduate
1;1;34;1;0;2;1;0;25;Dropout
1;1;1;1;5;5;1;0;18;Dropout
1;1;37;37;90;90;1;0;30;Dropout
1;1;38;37;9;9;1;1;18;Graduate
1;1;1;1;5;5;1;0;18;Graduate
1;1;34;34;0;0;1;0;18;Dropout
1;1;38;38;7;7;1;0;18;Graduate
1;1;1;19;4;9;1;1;25;Graduate
1;1;3;1;4;1;1;0;18;Enrolled
1;1;1;1;4;4;1;0;18;Dropout
1;1;1;38;8;9;1;0;19;Enrolled
1;1;19;1;7;10;1;0;25;Dropout
1;1;37;38;9;5;0;0;19;Graduate
1;1;37;37;9;9;0;0;31;Enrolled
1;1;19;19;5;4;0;1;20;Graduate
1;41;3;1;3;10;0;0;33;Dropout
1;1;1;3;9;4;0;0;24;Enrolled
1;1;19;37;9;9;0;1;18;Graduate
1;1;1;19;4;10;0;0;19;Graduate
1;1;38;38;7;7;0;1;20;Graduate
2;1;37;38;4;4;1;1;33;Enrolled
1;1;38;37;7;7;1;0;24;Dropout
1;1;2;1;2;4;1;0;24;Dropout
1;1;38;37;9;9;1;0;18;Graduate
1;1;37;37;9;9;0;1;18;Graduate
1;1;3;3;2;8;0;0;22;Graduate
1;1;2;1;9;9;0;1;18;Graduate
1;1;19;19;3;10;0;0;21;Graduate
2;1;37;37;5;1;0;0;38;Dropout
1;1;34;34;99;99;0;1;29;Graduate
1;1;38;37;4;9;0;1;20;Enrolled
1;1;38;37;4;9;0;0;18;Dropout
2;1;37;37;9;9;1;0;37;Graduate
1;1;3;3;5;10;1;0;20;Graduate
1;1;19;19;90;8;1;0;20;Dropout
2;1;37;38;9;10;1;0;40;Dropout
2;1;37;3;9;10;1;0;44;Enrolled
1;1;1;1;9;9;1;0;21;Dropout
1;1;2;19;3;8;1;0;21;Graduate
1;1;3;1;2;1;1;0;18;Graduate
1;1;1;3;9;10;1;0;18;Enrolled
1;1;3;1;5;9;1;0;27;Graduate
2;1;37;37;9;10;1;0;38;Dropout
1;1;3;3;5;2;1;0;18;Dropout
1;1;1;1;4;2;1;0;19;Enrolled
1;1;3;19;2;9;1;0;18;Dropout
1;1;1;1;9;6;1;0;19;Dropout
1;1;37;37;90;90;1;0;44;Dropout
1;1;1;1;4;4;1;0;26;Dropout
1;1;19;1;9;4;1;0;24;Dropout
1;1;19;1;9;6;1;0;27;Dropout
1;1;1;1;9;4;1;0;27;Dropout
1;1;38;38;7;7;1;0;25;Dropout
1;1;3;2;2;6;1;0;21;Enrolled
1;1;38;19;9;9;1;1;19;Graduate
1;1;39;39;3;3;1;0;20;Enrolled
1;1;19;3;5;2;1;0;20;Enrolled
1;1;3;1;2;9;1;0;20;Dropout
1;1;1;1;3;3;1;1;18;Enrolled
1;1;4;4;3;3;1;0;19;Enrolled
1;1;1;37;4;8;0;0;22;Dropout
1;1;4;19;2;5;0;0;19;Graduate
1;1;1;1;4;7;0;1;18;Graduate
1;1;19;19;191;171;0;0;20;Graduate
1;41;1;1;5;7;0;1;18;Dropout
1;1;1;19;1;3;1;0;36;Graduate
1;26;37;2;6;4;1;0;19;Graduate
1;1;1;1;6;6;1;1;21;Graduate
1;1;19;38;9;9;0;0;26;Dropout
1;41;1;1;9;9;0;0;29;Dropout
1;1;19;2;9;3;1;0;26;Enrolled
1;1;3;19;2;6;1;0;27;Dropout
1;1;3;3;2;2;1;0;32;Enrolled
1;1;37;19;9;5;0;1;23;Enrolled
1;41;38;38;9;8;0;0;24;Enrolled
1;1;1;1;9;9;0;1;19;Graduate
1;1;19;19;4;4;1;0;25;Enrolled
1;1;1;19;4;5;1;0;19;Enrolled
1;1;1;3;0;0;1;0;20;Dropout
2;1;19;38;4;7;1;0;33;Graduate
2;1;37;12;9;9;1;0;35;Dropout
1;1;37;38;7;7;1;0;23;Graduate
1;1;37;19;9;9;1;0;19;Graduate
1;1;1;37;9;10;1;0;21;Enrolled
1;1;1;19;3;3;1;1;21;Graduate
1;1;37;37;3;7;1;0;27;Dropout
1;1;3;38;123;171;1;0;19;Enrolled
1;1;37;38;9;9;1;0;28;Dropout
1;1;37;38;7;7;1;0;25;Enrolled
2;1;37;37;9;4;1;0;42;Dropout
1;1;37;37;9;9;1;0;27;Graduate
1;1;3;3;0;1;1;0;23;Dropout
1;1;19;1;4;4;1;1;18;Graduate
2;1;37;37;9;4;1;0;26;Graduate
1;1;3;1;3;10;1;0;18;Dropout
1;1;3;5;2;2;1;0;29;Dropout
1;1;1;1;4;7;1;0;22;Dropout
1;1;19;37;173;183;0;0;21;Enrolled
1;1;38;38;7;9;0;1;19;Graduate
1;1;38;37;9;7;0;1;18;Graduate
1;1;38;1;9;9;0;1;18;Dropout
1;1;37;38;4;9;0;0;40;Dropout
